;Datum;Von;bis;MW;Onshore MW;Offshore MW
Maximum;04.03.2019;13:00;13:15;16.217,058;15.206,014;1.011,044
Minimum;30.08.2019;07:45;08:00;54,575;26,139;28,436

"Datum";"Von";"bis";"MW";"Onshore MW";"Offshore MW";
14.07.2019;07:00;07:15;1.804,044;1.737,819;66,225;
14.07.2019;07:15;07:30;1.687,993;1.623,718;64,275;
14.07.2019;07:30;07:45;1.574,817;1.512,491;62,326;
14.07.2019;07:45;08:00;1.464,108;1.403,729;60,379;
14.07.2019;08:00;08:15;1.359,475;1.301,039;58,436;
14.07.2019;08:15;08:30;1.312,014;1.256,567;55,447;
14.07.2019;08:30;08:45;1.265,376;1.212,917;52,459;
14.07.2019;08:45;09:00;1.260,486;1.211,014;49,472;
14.07.2019;09:00;09:15;1.250,405;1.203,921;46,484;
14.07.2019;09:15;09:30;1.200,469;1.158,797;41,672;
14.07.2019;09:30;09:45;1.152,757;1.115,896;36,861;
14.07.2019;09:45;10:00;1.107,973;1.075,923;32,05;
14.07.2019;10:00;10:15;1.063,471;1.036,232;27,239;
14.07.2019;10:15;10:30;1.017,315;992,435;24,88;
14.07.2019;10:30;10:45;973,024;950,504;22,52;
14.07.2019;10:45;11:00;928,614;908,45;20,164;
14.07.2019;11:00;11:15;884,64;866,836;17,804;
14.07.2019;11:15;11:30;886,52;869,803;16,717;
14.07.2019;11:30;11:45;888,382;872,751;15,631;
14.07.2019;11:45;12:00;890,762;876,217;14,545;
14.07.2019;12:00;12:15;891,998;878,539;13,459;
14.07.2019;12:15;12:30;908,825;895,898;12,927;
14.07.2019;12:30;12:45;925,846;913,449;12,397;
14.07.2019;12:45;13:00;942,744;930,879;11,865;
14.07.2019;13:00;13:15;959,346;948,011;11,335;
14.07.2019;13:15;13:30;988,09;975,245;12,845;
14.07.2019;13:30;13:45;1.016,373;1.002,017;14,356;
14.07.2019;13:45;14:00;1.043,867;1.028;15,867;
14.07.2019;14:00;14:15;1.070,5;1.053,122;17,378;
14.07.2019;14:15;14:30;1.088,936;1.071,193;17,743;
14.07.2019;14:30;14:45;1.109,526;1.091,405;18,121;
14.07.2019;14:45;15:00;1.132,49;1.113,972;18,518;
14.07.2019;15:00;15:15;1.159,173;1.140,236;18,937;
14.07.2019;15:15;15:30;1.173,447;1.153,717;19,73;
14.07.2019;15:30;15:45;1.190,647;1.170,125;20,522;
14.07.2019;15:45;16:00;1.209,347;1.188,032;21,315;
14.07.2019;16:00;16:15;1.228,627;1.206,519;22,108;
14.07.2019;16:15;16:30;1.241,606;1.220,195;21,411;
14.07.2019;16:30;16:45;1.253,753;1.233,037;20,716;
14.07.2019;16:45;17:00;1.265,596;1.245,575;20,021;
14.07.2019;17:00;17:15;1.277,594;1.258,265;19,329;
14.07.2019;17:15;17:30;1.281,188;1.260,281;20,907;
14.07.2019;17:30;17:45;1.286,049;1.263,559;22,49;
14.07.2019;17:45;18:00;1.293,193;1.269,116;24,077;
14.07.2019;18:00;18:15;1.301,677;1.276,009;25,668;
14.07.2019;18:15;18:30;1.304,516;1.279,335;25,181;
14.07.2019;18:30;18:45;1.307,822;1.283,126;24,696;
14.07.2019;18:45;19:00;1.310,441;1.286,232;24,209;
14.07.2019;19:00;19:15;1.313,393;1.289,671;23,722;
14.07.2019;19:15;19:30;1.319,633;1.295,294;24,339;
14.07.2019;19:30;19:45;1.326,141;1.301,183;24,958;
14.07.2019;19:45;20:00;1.333,841;1.308,261;25,58;
14.07.2019;20:00;20:15;1.344,717;1.318,511;26,206;
14.07.2019;20:15;20:30;1.377,596;1.349,247;28,349;
14.07.2019;20:30;20:45;1.411,153;1.380,655;30,498;
14.07.2019;20:45;21:00;1.445,425;1.412,769;32,656;
14.07.2019;21:00;21:15;1.482,019;1.447,197;34,822;
14.07.2019;21:15;21:30;1.507,973;1.470,979;36,994;
14.07.2019;21:30;21:45;1.537,505;1.498,337;39,168;
14.07.2019;21:45;22:00;1.571,621;1.530,279;41,342;
14.07.2019;22:00;22:15;1.589,67;1.546,153;43,517;
14.07.2019;22:15;22:30;1.605,466;1.562,506;42,96;
14.07.2019;22:30;22:45;1.621,074;1.578,668;42,406;
14.07.2019;22:45;23:00;1.637,218;1.595,365;41,853;
14.07.2019;23:00;23:15;1.659,016;1.617,718;41,298;
14.07.2019;23:15;23:30;1.652,029;1.609,905;42,124;
14.07.2019;23:30;23:45;1.646,193;1.603,241;42,952;
14.07.2019;23:45;00:00;1.642,27;1.598,49;43,78;
15.07.2019;00:00;00:15;1.619,033;1.559,374;59,659;
15.07.2019;00:15;00:30;1.604,216;1.543,379;60,837;
15.07.2019;00:30;00:45;1.586,261;1.524,246;62,015;
15.07.2019;00:45;01:00;1.568,363;1.505,17;63,193;
15.07.2019;01:00;01:15;1.549,127;1.484,755;64,372;
15.07.2019;01:15;01:30;1.528,879;1.460,983;67,896;
15.07.2019;01:30;01:45;1.508,916;1.437,476;71,44;
15.07.2019;01:45;02:00;1.489,931;1.414,932;74,999;
15.07.2019;02:00;02:15;1.475,513;1.396,933;78,58;
15.07.2019;02:15;02:30;1.445,883;1.367,805;78,078;
15.07.2019;02:30;02:45;1.413,814;1.336,236;77,578;
15.07.2019;02:45;03:00;1.381,991;1.304,911;77,08;
15.07.2019;03:00;03:15;1.295,642;1.219,058;76,584;
15.07.2019;03:15;03:30;1.278,859;1.196,826;82,033;
15.07.2019;03:30;03:45;1.264,154;1.176,647;87,507;
15.07.2019;03:45;04:00;1.251,555;1.158,561;92,994;
15.07.2019;04:00;04:15;1.241,148;1.142,656;98,492;
15.07.2019;04:15;04:30;1.242,351;1.138,248;104,103;
15.07.2019;04:30;04:45;1.244,433;1.134,718;109,715;
15.07.2019;04:45;05:00;1.245,518;1.130,182;115,336;
15.07.2019;05:00;05:15;1.246,992;1.126,032;120,96;
15.07.2019;05:15;05:30;1.233,955;1.111,265;122,69;
15.07.2019;05:30;05:45;1.222,776;1.098,353;124,423;
15.07.2019;05:45;06:00;1.213,064;1.086,905;126,159;
15.07.2019;06:00;06:15;1.217,464;1.089,57;127,894;
15.07.2019;06:15;06:30;1.201,816;1.072,61;129,206;
15.07.2019;06:30;06:45;1.184,996;1.054,476;130,52;
15.07.2019;06:45;07:00;1.155,913;1.024,082;131,831;
15.07.2019;07:00;07:15;1.120,772;987,627;133,145;
15.07.2019;07:15;07:30;1.078,512;943,16;135,352;
15.07.2019;07:30;07:45;1.037,45;899,89;137,56;
15.07.2019;07:45;08:00;1.005,806;866,039;139,767;
15.07.2019;08:00;08:15;978,147;836,17;141,977;
15.07.2019;08:15;08:30;1.018,937;875,706;143,231;
15.07.2019;08:30;08:45;1.063,686;919,197;144,489;
15.07.2019;08:45;09:00;1.081,4;935,646;145,754;
15.07.2019;09:00;09:15;1.101,448;954,421;147,027;
15.07.2019;09:15;09:30;1.133,573;977,28;156,293;
15.07.2019;09:30;09:45;1.168,077;1.002,498;165,579;
15.07.2019;09:45;10:00;1.204,704;1.029,812;174,892;
15.07.2019;10:00;10:15;1.242,806;1.058,569;184,237;
15.07.2019;10:15;10:30;1.289,309;1.097,671;191,638;
15.07.2019;10:30;10:45;1.336,723;1.137,681;199,042;
15.07.2019;10:45;11:00;1.384,356;1.177,905;206,451;
15.07.2019;11:00;11:15;1.432,99;1.219,128;213,862;
15.07.2019;11:15;11:30;1.497,357;1.268,862;228,495;
15.07.2019;11:30;11:45;1.562,594;1.319,454;243,14;
15.07.2019;11:45;12:00;1.629,738;1.371,941;257,797;
15.07.2019;12:00;12:15;1.696,14;1.423,671;272,469;
15.07.2019;12:15;12:30;1.778,758;1.483,119;295,639;
15.07.2019;12:30;12:45;1.860,502;1.541,66;318,842;
15.07.2019;12:45;13:00;1.942,184;1.600,122;342,062;
15.07.2019;13:00;13:15;2.025,91;1.660,627;365,283;
15.07.2019;13:15;13:30;2.110,612;1.729,707;380,905;
15.07.2019;13:30;13:45;2.194,478;1.797,947;396,531;
15.07.2019;13:45;14:00;2.278,623;1.866,469;412,154;
15.07.2019;14:00;14:15;2.363,662;1.935,896;427,766;
15.07.2019;14:15;14:30;2.453,478;2.004,617;448,861;
15.07.2019;14:30;14:45;2.547,015;2.077,031;469,984;
15.07.2019;14:45;15:00;2.644,912;2.153,769;491,143;
15.07.2019;15:00;15:15;2.747,47;2.235,143;512,327;
15.07.2019;15:15;15:30;2.831,156;2.304,698;526,458;
15.07.2019;15:30;15:45;2.917,353;2.376,756;540,597;
15.07.2019;15:45;16:00;3.003,187;2.448,437;554,75;
15.07.2019;16:00;16:15;3.088,261;2.519,334;568,927;
15.07.2019;16:15;16:30;3.188,003;2.610,206;577,797;
15.07.2019;16:30;16:45;3.287,177;2.700,518;586,659;
15.07.2019;16:45;17:00;3.385,626;2.790,135;595,491;
15.07.2019;17:00;17:15;3.482,527;2.878,221;604,306;
15.07.2019;17:15;17:30;3.495,937;2.889,493;606,444;
15.07.2019;17:30;17:45;3.511,117;2.902,535;608,582;
15.07.2019;17:45;18:00;3.528,37;2.917,649;610,721;
15.07.2019;18:00;18:15;3.548,245;2.935,384;612,861;
15.07.2019;18:15;18:30;3.552,521;2.945,946;606,575;
15.07.2019;18:30;18:45;3.557,131;2.956,82;600,311;
15.07.2019;18:45;19:00;3.564,173;2.970,123;594,05;
15.07.2019;19:00;19:15;3.572,057;2.984,277;587,78;
15.07.2019;19:15;19:30;3.562,452;2.967,265;595,187;
15.07.2019;19:30;19:45;3.552,987;2.950,403;602,584;
15.07.2019;19:45;20:00;3.545,024;2.935,048;609,976;
15.07.2019;20:00;20:15;3.539,247;2.921,886;617,361;
15.07.2019;20:15;20:30;3.520,935;2.918,221;602,714;
15.07.2019;20:30;20:45;3.503,873;2.915,817;588,056;
15.07.2019;20:45;21:00;3.490,11;2.916,715;573,395;
15.07.2019;21:00;21:15;3.481,228;2.922,498;558,73;
15.07.2019;21:15;21:30;3.493,344;2.943,998;549,346;
15.07.2019;21:30;21:45;3.509,979;2.970,027;539,952;
15.07.2019;21:45;22:00;3.535,046;3.004,501;530,545;
15.07.2019;22:00;22:15;3.542,548;3.021,418;521,13;
15.07.2019;22:15;22:30;3.577,129;3.055,305;521,824;
15.07.2019;22:30;22:45;3.612,798;3.090,284;522,514;
15.07.2019;22:45;23:00;3.650,465;3.127,266;523,199;
15.07.2019;23:00;23:15;3.694,86;3.170,982;523,878;
15.07.2019;23:15;23:30;3.695,76;3.179,476;516,284;
15.07.2019;23:30;23:45;3.700,284;3.191,6;508,684;
15.07.2019;23:45;00:00;3.706,031;3.204,943;501,088;
16.07.2019;00:00;00:15;4.066,227;3.502,999;563,228;
16.07.2019;00:15;00:30;4.068,154;3.515,162;552,992;
16.07.2019;00:30;00:45;4.070,199;3.527,442;542,757;
16.07.2019;00:45;01:00;4.070,996;3.538,476;532,52;
16.07.2019;01:00;01:15;4.072,105;3.549,82;522,285;
16.07.2019;01:15;01:30;4.060,84;3.563,515;497,325;
16.07.2019;01:30;01:45;4.048,994;3.576,593;472,401;
16.07.2019;01:45;02:00;4.037,729;3.590,226;447,503;
16.07.2019;02:00;02:15;4.040,282;3.617,634;422,648;
16.07.2019;02:15;02:30;4.039,028;3.637,642;401,386;
16.07.2019;02:30;02:45;4.037,811;3.657,668;380,143;
16.07.2019;02:45;03:00;4.037,225;3.678,302;358,923;
16.07.2019;03:00;03:15;4.069,602;3.731,877;337,725;
16.07.2019;03:15;03:30;4.102,509;3.772,115;330,394;
16.07.2019;03:30;03:45;4.137,948;3.814,87;323,078;
16.07.2019;03:45;04:00;4.176,255;3.860,475;315,78;
16.07.2019;04:00;04:15;4.214,758;3.906,26;308,498;
16.07.2019;04:15;04:30;4.226,297;3.930,477;295,82;
16.07.2019;04:30;04:45;4.236,517;3.953,381;283,136;
16.07.2019;04:45;05:00;4.246,379;3.975,93;270,449;
16.07.2019;05:00;05:15;4.258,33;4.000,57;257,76;
16.07.2019;05:15;05:30;4.252,218;4.015,465;236,753;
16.07.2019;05:30;05:45;4.246,595;4.030,764;215,831;
16.07.2019;05:45;06:00;4.243,412;4.048,453;194,959;
16.07.2019;06:00;06:15;4.263,535;4.089,434;174,101;
16.07.2019;06:15;06:30;4.265,494;4.102,871;162,623;
16.07.2019;06:30;06:45;4.266,971;4.115,772;151,199;
16.07.2019;06:45;07:00;4.265,216;4.125,369;139,847;
16.07.2019;07:00;07:15;4.258,309;4.129,74;128,569;
16.07.2019;07:15;07:30;4.275,02;4.159,758;115,262;
16.07.2019;07:30;07:45;4.292,609;4.190,622;101,987;
16.07.2019;07:45;08:00;4.312,727;4.223,972;88,755;
16.07.2019;08:00;08:15;4.335,192;4.259,63;75,562;
16.07.2019;08:15;08:30;4.265,241;4.195,911;69,33;
16.07.2019;08:30;08:45;4.197,32;4.134,218;63,102;
16.07.2019;08:45;09:00;4.167,113;4.110,237;56,876;
16.07.2019;09:00;09:15;4.137,254;4.086,6;50,654;
16.07.2019;09:15;09:30;4.111,05;4.061,949;49,101;
16.07.2019;09:30;09:45;4.088,176;4.040,626;47,55;
16.07.2019;09:45;10:00;4.068,561;4.022,556;46,005;
16.07.2019;10:00;10:15;4.050,388;4.005,927;44,461;
16.07.2019;10:15;10:30;4.018,538;3.974,114;44,424;
16.07.2019;10:30;10:45;3.986,352;3.941,962;44,39;
16.07.2019;10:45;11:00;3.951,02;3.906,659;44,361;
16.07.2019;11:00;11:15;3.916,907;3.872,574;44,333;
16.07.2019;11:15;11:30;3.890,608;3.843,211;47,397;
16.07.2019;11:30;11:45;3.864,059;3.813,583;50,476;
16.07.2019;11:45;12:00;3.841,996;3.788,422;53,574;
16.07.2019;12:00;12:15;3.819,903;3.763,212;56,691;
16.07.2019;12:15;12:30;3.826,299;3.761,747;64,552;
16.07.2019;12:30;12:45;3.834,44;3.762,007;72,433;
16.07.2019;12:45;13:00;3.833,512;3.753,174;80,338;
16.07.2019;13:00;13:15;3.832,48;3.744,213;88,267;
16.07.2019;13:15;13:30;3.863,383;3.767,796;95,587;
16.07.2019;13:30;13:45;3.894,96;3.792,027;102,933;
16.07.2019;13:45;14:00;3.905,769;3.795,465;110,304;
16.07.2019;14:00;14:15;3.918,73;3.801,034;117,696;
16.07.2019;14:15;14:30;3.955,066;3.822,829;132,237;
16.07.2019;14:30;14:45;3.993,362;3.846,576;146,786;
16.07.2019;14:45;15:00;4.035,595;3.874,247;161,348;
16.07.2019;15:00;15:15;4.082,136;3.906,216;175,92;
16.07.2019;15:15;15:30;4.139,782;3.940,991;198,791;
16.07.2019;15:30;15:45;4.201,305;3.979,624;221,681;
16.07.2019;15:45;16:00;4.264,019;4.019,427;244,592;
16.07.2019;16:00;16:15;4.327,95;4.060,44;267,51;
16.07.2019;16:15;16:30;4.384,058;4.090,08;293,978;
16.07.2019;16:30;16:45;4.442,689;4.122,219;320,47;
16.07.2019;16:45;17:00;4.501,052;4.154,115;346,937;
16.07.2019;17:00;17:15;4.559,807;4.186,431;373,376;
16.07.2019;17:15;17:30;4.538,354;4.161,363;376,991;
16.07.2019;17:30;17:45;4.523,286;4.142,671;380,615;
16.07.2019;17:45;18:00;4.507,932;4.123,681;384,251;
16.07.2019;18:00;18:15;4.496,197;4.108,305;387,892;
16.07.2019;18:15;18:30;4.440,846;4.053,713;387,133;
16.07.2019;18:30;18:45;4.388,269;4.001,901;386,368;
16.07.2019;18:45;19:00;4.337,183;3.951,583;385,6;
16.07.2019;19:00;19:15;4.288,232;3.903,404;384,828;
16.07.2019;19:15;19:30;4.212,952;3.829,677;383,275;
16.07.2019;19:30;19:45;4.140,045;3.758,323;381,722;
16.07.2019;19:45;20:00;4.071,173;3.691;380,173;
16.07.2019;20:00;20:15;4.005,105;3.626,48;378,625;
16.07.2019;20:15;20:30;3.977,864;3.603,122;374,742;
16.07.2019;20:30;20:45;3.952,433;3.581,578;370,855;
16.07.2019;20:45;21:00;3.923,736;3.556,771;366,965;
16.07.2019;21:00;21:15;3.898,242;3.535,162;363,08;
16.07.2019;21:15;21:30;3.896,467;3.530,507;365,96;
16.07.2019;21:30;21:45;3.898,02;3.529,174;368,846;
16.07.2019;21:45;22:00;3.903,743;3.532,011;371,732;
16.07.2019;22:00;22:15;3.876,993;3.502,371;374,622;
16.07.2019;22:15;22:30;3.886,778;3.503,177;383,601;
16.07.2019;22:30;22:45;3.894,414;3.501,833;392,581;
16.07.2019;22:45;23:00;3.901,299;3.499,742;401,557;
16.07.2019;23:00;23:15;3.914,429;3.503,896;410,533;
16.07.2019;23:15;23:30;3.843,264;3.437,121;406,143;
16.07.2019;23:30;23:45;3.772,594;3.370,842;401,752;
16.07.2019;23:45;00:00;3.704,691;3.307,328;397,363;
17.07.2019;00:00;00:15;3.919,607;3.381,623;537,984;
17.07.2019;00:15;00:30;3.850,425;3.333,482;516,943;
17.07.2019;00:30;00:45;3.782,057;3.286,155;495,902;
17.07.2019;00:45;01:00;3.714,846;3.239,986;474,86;
17.07.2019;01:00;01:15;3.648,656;3.194,836;453,82;
17.07.2019;01:15;01:30;3.618,436;3.180,089;438,347;
17.07.2019;01:30;01:45;3.585,953;3.163,078;422,875;
17.07.2019;01:45;02:00;3.591,908;3.184,507;407,401;
17.07.2019;02:00;02:15;3.613,008;3.221,078;391,93;
17.07.2019;02:15;02:30;3.471,378;3.096,513;374,865;
17.07.2019;02:30;02:45;3.331,842;2.974,043;357,799;
17.07.2019;02:45;03:00;3.210,431;2.869,698;340,733;
17.07.2019;03:00;03:15;3.030,041;2.706,367;323,674;
17.07.2019;03:15;03:30;2.915,139;2.605,504;309,635;
17.07.2019;03:30;03:45;2.803,713;2.508,098;295,615;
17.07.2019;03:45;04:00;2.700,036;2.418,421;281,615;
17.07.2019;04:00;04:15;2.600,901;2.333,277;267,624;
17.07.2019;04:15;04:30;2.538,872;2.285,895;252,977;
17.07.2019;04:30;04:45;2.479,246;2.240,907;238,339;
17.07.2019;04:45;05:00;2.408,01;2.184,301;223,709;
17.07.2019;05:00;05:15;2.338,146;2.129,062;209,084;
17.07.2019;05:15;05:30;2.234,328;2.036,968;197,36;
17.07.2019;05:30;05:45;2.131,758;1.946,116;185,642;
17.07.2019;05:45;06:00;2.024,298;1.850,368;173,93;
17.07.2019;06:00;06:15;1.942,821;1.780,604;162,217;
17.07.2019;06:15;06:30;1.762,021;1.608,739;153,282;
17.07.2019;06:30;06:45;1.585,828;1.441,486;144,342;
17.07.2019;06:45;07:00;1.394,944;1.259,537;135,407;
17.07.2019;07:00;07:15;1.206,427;1.079,945;126,482;
17.07.2019;07:15;07:30;1.045,377;929,053;116,324;
17.07.2019;07:30;07:45;891,773;785,598;106,175;
17.07.2019;07:45;08:00;759,774;663,738;96,036;
17.07.2019;08:00;08:15;636,182;550,278;85,904;
17.07.2019;08:15;08:30;594,544;516,423;78,121;
17.07.2019;08:30;08:45;554,9;484,536;70,364;
17.07.2019;08:45;09:00;550,866;488,236;62,63;
17.07.2019;09:00;09:15;543,614;488,679;54,935;
17.07.2019;09:15;09:30;516,29;467,407;48,883;
17.07.2019;09:30;09:45;490,008;447,165;42,843;
17.07.2019;09:45;10:00;465,987;429,175;36,812;
17.07.2019;10:00;10:15;442,35;411,56;30,79;
17.07.2019;10:15;10:30;424,106;397,55;26,556;
17.07.2019;10:30;10:45;406,486;384,151;22,335;
17.07.2019;10:45;11:00;390,554;372,431;18,123;
17.07.2019;11:00;11:15;375,222;361,301;13,921;
17.07.2019;11:15;11:30;371,165;357,835;13,33;
17.07.2019;11:30;11:45;366,348;353,59;12,758;
17.07.2019;11:45;12:00;363,532;351,332;12,2;
17.07.2019;12:00;12:15;361,11;349,456;11,654;
17.07.2019;12:15;12:30;362,001;350,017;11,984;
17.07.2019;12:30;12:45;362,231;349,917;12,314;
17.07.2019;12:45;13:00;363,269;350,623;12,646;
17.07.2019;13:00;13:15;364,625;351,648;12,977;
17.07.2019;13:15;13:30;365,674;352,41;13,264;
17.07.2019;13:30;13:45;366,91;353,359;13,551;
17.07.2019;13:45;14:00;366,984;353,145;13,839;
17.07.2019;14:00;14:15;368,071;353,945;14,126;
17.07.2019;14:15;14:30;370,194;354,239;15,955;
17.07.2019;14:30;14:45;373,591;355,807;17,784;
17.07.2019;14:45;15:00;379,529;359,916;19,613;
17.07.2019;15:00;15:15;389,044;367,602;21,442;
17.07.2019;15:15;15:30;395,772;373,703;22,069;
17.07.2019;15:30;15:45;403,865;381,17;22,695;
17.07.2019;15:45;16:00;412,05;388,727;23,323;
17.07.2019;16:00;16:15;420,059;396,109;23,95;
17.07.2019;16:15;16:30;431,728;406,2;25,528;
17.07.2019;16:30;16:45;442,866;415,76;27,106;
17.07.2019;16:45;17:00;453,852;425,169;28,683;
17.07.2019;17:00;17:15;462,437;432,177;30,26;
17.07.2019;17:15;17:30;462,935;431,447;31,488;
17.07.2019;17:30;17:45;465,048;432,329;32,719;
17.07.2019;17:45;18:00;468,646;434,694;33,952;
17.07.2019;18:00;18:15;473,741;438,549;35,192;
17.07.2019;18:15;18:30;488,604;451,754;36,85;
17.07.2019;18:30;18:45;503,429;464,909;38,52;
17.07.2019;18:45;19:00;516,771;476,569;40,202;
17.07.2019;19:00;19:15;530,08;488,185;41,895;
17.07.2019;19:15;19:30;541,483;496,937;44,546;
17.07.2019;19:30;19:45;553,429;506,22;47,209;
17.07.2019;19:45;20:00;564,801;514,914;49,887;
17.07.2019;20:00;20:15;579,798;527,218;52,58;
17.07.2019;20:15;20:30;601,888;550,243;51,645;
17.07.2019;20:30;20:45;623,609;572,899;50,71;
17.07.2019;20:45;21:00;647,73;597,952;49,778;
17.07.2019;21:00;21:15;678,905;630,056;48,849;
17.07.2019;21:15;21:30;701,15;653,372;47,778;
17.07.2019;21:30;21:45;725,866;679,155;46,711;
17.07.2019;21:45;22:00;752,809;707,163;45,646;
17.07.2019;22:00;22:15;790,743;746,159;44,584;
17.07.2019;22:15;22:30;808,924;763,139;45,785;
17.07.2019;22:30;22:45;827,482;780,489;46,993;
17.07.2019;22:45;23:00;843,962;795,751;48,211;
17.07.2019;23:00;23:15;865,074;815,64;49,434;
17.07.2019;23:15;23:30;847,913;800,117;47,796;
17.07.2019;23:30;23:45;834,92;788,752;46,168;
17.07.2019;23:45;00:00;824,817;780,268;44,549;
18.07.2019;00:00;00:15;633,632;601,27;32,362;
18.07.2019;00:15;00:30;628,809;599,146;29,663;
18.07.2019;00:30;00:45;621,682;594,713;26,969;
18.07.2019;00:45;01:00;612,485;588,202;24,283;
18.07.2019;01:00;01:15;602,5;580,898;21,602;
18.07.2019;01:15;01:30;593,445;573,043;20,402;
18.07.2019;01:30;01:45;585,524;566,318;19,206;
18.07.2019;01:45;02:00;576,609;558,601;18,008;
18.07.2019;02:00;02:15;576,558;559,745;16,813;
18.07.2019;02:15;02:30;558,572;543,435;15,137;
18.07.2019;02:30;02:45;540,817;527,357;13,46;
18.07.2019;02:45;03:00;523,196;511,413;11,783;
18.07.2019;03:00;03:15;480,222;470,115;10,107;
18.07.2019;03:15;03:30;466,288;457,562;8,726;
18.07.2019;03:30;03:45;454,851;447,506;7,345;
18.07.2019;03:45;04:00;443,863;437,9;5,963;
18.07.2019;04:00;04:15;432,616;428,035;4,581;
18.07.2019;04:15;04:30;433,004;429,103;3,901;
18.07.2019;04:30;04:45;434,109;430,889;3,22;
18.07.2019;04:45;05:00;443,613;441,074;2,539;
18.07.2019;05:00;05:15;453,784;451,925;1,859;
18.07.2019;05:15;05:30;440,326;437,928;2,398;
18.07.2019;05:30;05:45;427,623;424,687;2,936;
18.07.2019;05:45;06:00;418,625;415,153;3,472;
18.07.2019;06:00;06:15;398,339;394,33;4,009;
18.07.2019;06:15;06:30;372,968;368,378;4,59;
18.07.2019;06:30;06:45;347,049;341,877;5,172;
18.07.2019;06:45;07:00;314,88;309,122;5,758;
18.07.2019;07:00;07:15;278,366;272,021;6,345;
18.07.2019;07:15;07:30;228,344;221,655;6,689;
18.07.2019;07:30;07:45;183,101;176,065;7,036;
18.07.2019;07:45;08:00;140,29;132,9;7,39;
18.07.2019;08:00;08:15;104,156;96,406;7,75;
18.07.2019;08:15;08:30;92,405;84,744;7,661;
18.07.2019;08:30;08:45;81,801;74,229;7,572;
18.07.2019;08:45;09:00;76,146;68,66;7,486;
18.07.2019;09:00;09:15;70,579;63,177;7,402;
18.07.2019;09:15;09:30;68,222;61,4;6,822;
18.07.2019;09:30;09:45;67,747;61,504;6,243;
18.07.2019;09:45;10:00;69,651;63,986;5,665;
18.07.2019;10:00;10:15;73,184;68,096;5,088;
18.07.2019;10:15;10:30;75,461;70,62;4,841;
18.07.2019;10:30;10:45;80,483;75,889;4,594;
18.07.2019;10:45;11:00;85,373;81,024;4,349;
18.07.2019;11:00;11:15;90,149;86,045;4,104;
18.07.2019;11:15;11:30;98,119;94,13;3,989;
18.07.2019;11:30;11:45;107,93;104,052;3,878;
18.07.2019;11:45;12:00;118,118;114,345;3,773;
18.07.2019;12:00;12:15;128,603;124,935;3,668;
18.07.2019;12:15;12:30;136,445;133,05;3,395;
18.07.2019;12:30;12:45;145,015;141,894;3,121;
18.07.2019;12:45;13:00;154,8;151,953;2,847;
18.07.2019;13:00;13:15;165,586;163,013;2,573;
18.07.2019;13:15;13:30;171,589;169,317;2,272;
18.07.2019;13:30;13:45;179,544;177,572;1,972;
18.07.2019;13:45;14:00;187,786;186,118;1,668;
18.07.2019;14:00;14:15;195,719;194,356;1,363;
18.07.2019;14:15;14:30;198,682;196,933;1,749;
18.07.2019;14:30;14:45;202,498;200,359;2,139;
18.07.2019;14:45;15:00;208,591;206,065;2,526;
18.07.2019;15:00;15:15;218,514;215,6;2,914;
18.07.2019;15:15;15:30;230,589;226,926;3,663;
18.07.2019;15:30;15:45;244,496;240,083;4,413;
18.07.2019;15:45;16:00;260,158;254,993;5,165;
18.07.2019;16:00;16:15;274,951;269,036;5,915;
18.07.2019;16:15;16:30;289,191;281,714;7,477;
18.07.2019;16:30;16:45;302,956;293,918;9,038;
18.07.2019;16:45;17:00;316,63;306,03;10,6;
18.07.2019;17:00;17:15;328,693;316,53;12,163;
18.07.2019;17:15;17:30;348,373;332,235;16,138;
18.07.2019;17:30;17:45;372,26;352,145;20,115;
18.07.2019;17:45;18:00;400,272;376,181;24,091;
18.07.2019;18:00;18:15;431,391;403,314;28,077;
18.07.2019;18:15;18:30;469,866;436,497;33,369;
18.07.2019;18:30;18:45;507,909;469,232;38,677;
18.07.2019;18:45;19:00;544,465;500,466;43,999;
18.07.2019;19:00;19:15;580,191;530,852;49,339;
18.07.2019;19:15;19:30;600,831;546,254;54,577;
18.07.2019;19:30;19:45;622,775;562,946;59,829;
18.07.2019;19:45;20:00;646,626;581,533;65,093;
18.07.2019;20:00;20:15;672,836;602,462;70,374;
18.07.2019;20:15;20:30;746,045;665,317;80,728;
18.07.2019;20:30;20:45;822,244;731,154;91,09;
18.07.2019;20:45;21:00;904,679;803,22;101,459;
18.07.2019;21:00;21:15;1.000,643;888,807;111,836;
18.07.2019;21:15;21:30;1.094,403;968,243;126,16;
18.07.2019;21:30;21:45;1.192,019;1.051,526;140,493;
18.07.2019;21:45;22:00;1.294,362;1.139,526;154,836;
18.07.2019;22:00;22:15;1.442,778;1.273,593;169,185;
18.07.2019;22:15;22:30;1.537,442;1.352,345;185,097;
18.07.2019;22:30;22:45;1.634,715;1.433,693;201,022;
18.07.2019;22:45;23:00;1.738,736;1.521,777;216,959;
18.07.2019;23:00;23:15;1.850,346;1.617,436;232,91;
18.07.2019;23:15;23:30;1.873,289;1.632,319;240,97;
18.07.2019;23:30;23:45;1.899,446;1.650,412;249,034;
18.07.2019;23:45;00:00;1.931,265;1.674,165;257,1;
19.07.2019;00:00;00:15;2.121,065;1.897,829;223,236;
19.07.2019;00:15;00:30;2.121,139;1.891,913;229,226;
