;Datum;Von;bis;MW;Onshore MW;Offshore MW
Maximum;04.03.2019;13:00;13:15;16.217,058;15.206,014;1.011,044
Minimum;30.08.2019;07:45;08:00;54,575;26,139;28,436

"Datum";"Von";"bis";"MW";"Onshore MW";"Offshore MW";
17.11.2019;10:45;11:00;2.801,512;2.749,632;51,88;
17.11.2019;11:00;11:15;2.869,92;2.827,839;42,081;
17.11.2019;11:15;11:30;2.950,135;2.912,718;37,417;
17.11.2019;11:30;11:45;3.028,758;2.995,987;32,771;
17.11.2019;11:45;12:00;3.116,692;3.088,553;28,139;
17.11.2019;12:00;12:15;3.205,155;3.181,636;23,519;
17.11.2019;12:15;12:30;3.312,494;3.291,09;21,404;
17.11.2019;12:30;12:45;3.425,695;3.406,394;19,301;
17.11.2019;12:45;13:00;3.548,388;3.531,18;17,208;
17.11.2019;13:00;13:15;3.674,721;3.659,601;15,12;
17.11.2019;13:15;13:30;3.802,297;3.773,21;29,087;
17.11.2019;13:30;13:45;3.924,2;3.881,107;43,093;
17.11.2019;13:45;14:00;4.050,877;3.993,725;57,152;
17.11.2019;14:00;14:15;4.182,115;4.110,843;71,272;
17.11.2019;14:15;14:30;4.317,377;4.227,213;90,164;
17.11.2019;14:30;14:45;4.454,437;4.345,308;109,129;
17.11.2019;14:45;15:00;4.612,355;4.484,173;128,182;
17.11.2019;15:00;15:15;4.774,716;4.627,371;147,345;
17.11.2019;15:15;15:30;4.971,616;4.792,275;179,341;
17.11.2019;15:30;15:45;5.177,029;4.965,667;211,362;
17.11.2019;15:45;16:00;5.380,835;5.137,34;243,495;
17.11.2019;16:00;16:15;5.595,655;5.319,917;275,738;
17.11.2019;16:15;16:30;5.710,466;5.397,238;313,228;
17.11.2019;16:30;16:45;5.829,164;5.478,486;350,678;
17.11.2019;16:45;17:00;5.941,967;5.553,851;388,116;
17.11.2019;17:00;17:15;6.054,532;5.628,955;425,577;
17.11.2019;17:15;17:30;6.114,92;5.655,44;459,48;
17.11.2019;17:30;17:45;6.174,84;5.681,558;493,282;
17.11.2019;17:45;18:00;6.228,479;5.701,522;526,957;
17.11.2019;18:00;18:15;6.283,267;5.722,722;560,545;
17.11.2019;18:15;18:30;6.311,836;5.716,224;595,612;
17.11.2019;18:30;18:45;6.341,379;5.710,689;630,69;
17.11.2019;18:45;19:00;6.368,343;5.702,562;665,781;
17.11.2019;19:00;19:15;6.394,804;5.693,974;700,83;
17.11.2019;19:15;19:30;6.353,854;5.644,592;709,262;
17.11.2019;19:30;19:45;6.315,335;5.597,684;717,651;
17.11.2019;19:45;20:00;6.269,808;5.543,871;725,937;
17.11.2019;20:00;20:15;6.233,529;5.499,399;734,13;
17.11.2019;20:15;20:30;6.177,443;5.443,397;734,046;
17.11.2019;20:30;20:45;6.124,13;5.390,184;733,946;
17.11.2019;20:45;21:00;6.074,231;5.340,397;733,834;
17.11.2019;21:00;21:15;6.019,547;5.285,834;733,713;
17.11.2019;21:15;21:30;5.957,255;5.228,492;728,763;
17.11.2019;21:30;21:45;5.896,134;5.172,322;723,812;
17.11.2019;21:45;22:00;5.837,092;5.118,233;718,859;
17.11.2019;22:00;22:15;5.790,918;5.077,02;713,898;
17.11.2019;22:15;22:30;5.735,205;5.029,218;705,987;
17.11.2019;22:30;22:45;5.683,207;4.985,134;698,073;
17.11.2019;22:45;23:00;5.628,194;4.938,035;690,159;
17.11.2019;23:00;23:15;5.579,281;4.897,038;682,243;
17.11.2019;23:15;23:30;5.535,585;4.858,099;677,486;
17.11.2019;23:30;23:45;5.502,453;4.829,116;673,337;
17.11.2019;23:45;00:00;5.477,614;4.807,284;670,33;
18.11.2019;00:00;00:15;6.572,95;5.575,03;997,92;
18.11.2019;00:15;00:30;6.506,45;5.511,55;994,9;
18.11.2019;00:30;00:45;6.440,07;5.448,19;991,88;
18.11.2019;00:45;01:00;6.373,71;5.384,86;988,85;
18.11.2019;01:00;01:15;6.319,69;5.333,87;985,82;
18.11.2019;01:15;01:30;6.286,92;5.301,56;985,36;
18.11.2019;01:30;01:45;6.254,05;5.269,15;984,9;
18.11.2019;01:45;02:00;6.222,64;5.238,21;984,43;
18.11.2019;02:00;02:15;6.181,84;5.197,88;983,96;
18.11.2019;02:15;02:30;6.144,36;5.162,25;982,11;
18.11.2019;02:30;02:45;6.107,82;5.127,56;980,26;
18.11.2019;02:45;03:00;6.073,8;5.095,38;978,42;
18.11.2019;03:00;03:15;6.042,12;5.065,55;976,57;
18.11.2019;03:15;03:30;6.010,06;5.036,75;973,31;
18.11.2019;03:30;03:45;5.976,78;5.006,73;970,05;
18.11.2019;03:45;04:00;5.943,34;4.976,56;966,78;
18.11.2019;04:00;04:15;5.913,06;4.949,54;963,52;
18.11.2019;04:15;04:30;5.901,31;4.938,54;962,77;
18.11.2019;04:30;04:45;5.891,7;4.929,68;962,02;
18.11.2019;04:45;05:00;5.889,31;4.928,05;961,26;
18.11.2019;05:00;05:15;5.891,93;4.931,42;960,51;
18.11.2019;05:15;05:30;5.878,55;4.921,35;957,2;
18.11.2019;05:30;05:45;5.865,3;4.911,41;953,89;
18.11.2019;05:45;06:00;5.855,44;4.904,88;950,56;
18.11.2019;06:00;06:15;5.837,7;4.890,47;947,23;
18.11.2019;06:15;06:30;5.831,06;4.888,86;942,2;
18.11.2019;06:30;06:45;5.824,26;4.887,1;937,16;
18.11.2019;06:45;07:00;5.808,57;4.876,45;932,12;
18.11.2019;07:00;07:15;5.787,5;4.860,42;927,08;
18.11.2019;07:15;07:30;5.734,88;4.812,73;922,15;
18.11.2019;07:30;07:45;5.680,42;4.763,22;917,2;
18.11.2019;07:45;08:00;5.632,18;4.719,98;912,2;
18.11.2019;08:00;08:15;5.585,22;4.678,04;907,18;
18.11.2019;08:15;08:30;5.513,89;4.614,8;899,09;
18.11.2019;08:30;08:45;5.444,99;4.553,99;891;
18.11.2019;08:45;09:00;5.371,66;4.488,76;882,9;
18.11.2019;09:00;09:15;5.303,61;4.428,8;874,81;
18.11.2019;09:15;09:30;5.218,35;4.353,81;864,54;
18.11.2019;09:30;09:45;5.140,32;4.286,06;854,26;
18.11.2019;09:45;10:00;5.069,25;4.225,27;843,98;
18.11.2019;10:00;10:15;4.999,88;4.166,19;833,69;
18.11.2019;10:15;10:30;4.938,57;4.115,84;822,73;
18.11.2019;10:30;10:45;4.869,02;4.057,27;811,75;
18.11.2019;10:45;11:00;4.794,34;3.993,56;800,78;
18.11.2019;11:00;11:15;4.718,77;3.928,96;789,81;
18.11.2019;11:15;11:30;4.683,29;3.896,16;787,13;
18.11.2019;11:30;11:45;4.640,45;3.855,99;784,46;
18.11.2019;11:45;12:00;4.608,72;3.826,94;781,78;
18.11.2019;12:00;12:15;4.578,95;3.799,85;779,1;
18.11.2019;12:15;12:30;4.580,74;3.809,87;770,87;
18.11.2019;12:30;12:45;4.577,28;3.814,65;762,63;
18.11.2019;12:45;13:00;4.568,39;3.813,99;754,4;
18.11.2019;13:00;13:15;4.557,3;3.811,13;746,17;
18.11.2019;13:15;13:30;4.553,81;3.821,09;732,72;
18.11.2019;13:30;13:45;4.551,64;3.832,37;719,27;
18.11.2019;13:45;14:00;4.559,79;3.853,98;705,81;
18.11.2019;14:00;14:15;4.569,4;3.877,06;692,34;
18.11.2019;14:15;14:30;4.576,96;3.896,7;680,26;
18.11.2019;14:30;14:45;4.578,84;3.910,66;668,18;
18.11.2019;14:45;15:00;4.578,12;3.922,02;656,1;
18.11.2019;15:00;15:15;4.577,84;3.933,82;644,02;
18.11.2019;15:15;15:30;4.621,65;3.983,96;637,69;
18.11.2019;15:30;15:45;4.670,84;4.039,49;631,35;
18.11.2019;15:45;16:00;4.726,45;4.101,44;625,01;
18.11.2019;16:00;16:15;4.785,54;4.166,87;618,67;
18.11.2019;16:15;16:30;4.904,31;4.288,95;615,36;
18.11.2019;16:30;16:45;5.029,78;4.417,72;612,06;
18.11.2019;16:45;17:00;5.159,53;4.550,78;608,75;
18.11.2019;17:00;17:15;5.283,71;4.678,27;605,44;
18.11.2019;17:15;17:30;5.430,47;4.820,12;610,35;
18.11.2019;17:30;17:45;5.574,61;4.959,35;615,26;
18.11.2019;17:45;18:00;5.716,07;5.095,9;620,17;
18.11.2019;18:00;18:15;5.858,72;5.233,64;625,08;
18.11.2019;18:15;18:30;5.999,84;5.375,54;624,3;
18.11.2019;18:30;18:45;6.139,91;5.516,39;623,52;
18.11.2019;18:45;19:00;6.290,5;5.667,76;622,74;
18.11.2019;19:00;19:15;6.441,67;5.819,71;621,96;
18.11.2019;19:15;19:30;6.535,36;5.922,84;612,52;
18.11.2019;19:30;19:45;6.631,84;6.028,75;603,09;
18.11.2019;19:45;20:00;6.723,2;6.129,54;593,66;
18.11.2019;20:00;20:15;6.820,64;6.236,41;584,23;
18.11.2019;20:15;20:30;6.884,5;6.315,8;568,7;
18.11.2019;20:30;20:45;6.947,84;6.394,68;553,16;
18.11.2019;20:45;21:00;7.005,23;6.467,64;537,59;
18.11.2019;21:00;21:15;7.059,73;6.537,71;522,02;
18.11.2019;21:15;21:30;7.119,88;6.607,75;512,13;
18.11.2019;21:30;21:45;7.181,92;6.679,68;502,24;
18.11.2019;21:45;22:00;7.247,33;6.754,97;492,36;
18.11.2019;22:00;22:15;7.317,98;6.835,5;482,48;
18.11.2019;22:15;22:30;7.443,48;6.956,76;486,72;
18.11.2019;22:30;22:45;7.571,26;7.080,3;490,96;
18.11.2019;22:45;23:00;7.695,49;7.200,29;495,2;
18.11.2019;23:00;23:15;7.826,9;7.327,47;499,43;
18.11.2019;23:15;23:30;7.944,1;7.445,26;498,84;
18.11.2019;23:30;23:45;8.058,73;7.559,17;499,56;
18.11.2019;23:45;00:00;8.173,24;7.671,33;501,91;
19.11.2019;00:00;00:15;10.323,811;9.598,3;725,511;
19.11.2019;00:15;00:30;10.465,908;9.708,173;757,735;
19.11.2019;00:30;00:45;10.607,219;9.817,231;789,988;
19.11.2019;00:45;01:00;10.748,131;9.925,946;822,185;
19.11.2019;01:00;01:15;10.894,138;10.039,802;854,336;
19.11.2019;01:15;01:30;10.989,885;10.120,661;869,224;
19.11.2019;01:30;01:45;11.083,101;10.198,997;884,104;
19.11.2019;01:45;02:00;11.168,593;10.269,639;898,954;
19.11.2019;02:00;02:15;11.405,967;10.492,213;913,754;
19.11.2019;02:15;02:30;11.478,034;10.551,452;926,582;
19.11.2019;02:30;02:45;11.547,83;10.608,456;939,374;
19.11.2019;02:45;03:00;11.628,961;10.676,802;952,159;
19.11.2019;03:00;03:15;11.709,626;10.744,707;964,919;
19.11.2019;03:15;03:30;11.780,367;10.810,6;969,767;
19.11.2019;03:30;03:45;11.847,277;10.872,734;974,543;
19.11.2019;03:45;04:00;11.907,377;10.928,092;979,285;
19.11.2019;04:00;04:15;11.963,203;10.979,214;983,989;
19.11.2019;04:15;04:30;11.982,868;10.992,138;990,73;
19.11.2019;04:30;04:45;11.991,868;10.994,439;997,429;
19.11.2019;04:45;05:00;11.989,412;10.985,319;1.004,093;
19.11.2019;05:00;05:15;11.989,386;10.978,651;1.010,735;
19.11.2019;05:15;05:30;11.939,44;10.927,364;1.012,076;
19.11.2019;05:30;05:45;11.887,846;10.874,471;1.013,375;
19.11.2019;05:45;06:00;11.830,605;10.815,958;1.014,647;
19.11.2019;06:00;06:15;11.827,858;10.811,944;1.015,914;
19.11.2019;06:15;06:30;11.768,75;10.749,728;1.019,022;
19.11.2019;06:30;06:45;11.707,322;10.685,192;1.022,13;
19.11.2019;06:45;07:00;11.645,557;10.620,321;1.025,236;
19.11.2019;07:00;07:15;11.576,189;10.547,849;1.028,34;
19.11.2019;07:15;07:30;11.423,804;10.397,201;1.026,603;
19.11.2019;07:30;07:45;11.274,283;10.249,419;1.024,864;
19.11.2019;07:45;08:00;11.119,18;10.096,055;1.023,125;
19.11.2019;08:00;08:15;10.950,841;9.929,459;1.021,382;
19.11.2019;08:15;08:30;10.756,233;9.734,994;1.021,239;
19.11.2019;08:30;08:45;10.564,605;9.543,523;1.021,082;
19.11.2019;08:45;09:00;10.357,905;9.336,987;1.020,918;
19.11.2019;09:00;09:15;10.151,236;9.130,482;1.020,754;
19.11.2019;09:15;09:30;9.910,218;8.888,014;1.022,204;
19.11.2019;09:30;09:45;9.669,277;8.645,626;1.023,651;
19.11.2019;09:45;10:00;9.436,375;8.411,278;1.025,097;
19.11.2019;10:00;10:15;9.198,567;8.172,026;1.026,541;
19.11.2019;10:15;10:30;8.984,453;7.957,968;1.026,485;
19.11.2019;10:30;10:45;8.762,098;7.735,671;1.026,427;
19.11.2019;10:45;11:00;8.534,917;7.508,549;1.026,368;
19.11.2019;11:00;11:15;8.322,496;7.296,187;1.026,309;
19.11.2019;11:15;11:30;8.085,478;7.059,921;1.025,557;
19.11.2019;11:30;11:45;7.841,465;6.816,66;1.024,805;
19.11.2019;11:45;12:00;7.597,06;6.573,011;1.024,049;
19.11.2019;12:00;12:15;7.352,904;6.329,613;1.023,291;
19.11.2019;12:15;12:30;7.104,436;6.081,397;1.023,039;
19.11.2019;12:30;12:45;6.851,591;5.828,809;1.022,782;
19.11.2019;12:45;13:00;6.595,536;5.573,014;1.022,522;
19.11.2019;13:00;13:15;6.338,42;5.316,168;1.022,252;
19.11.2019;13:15;13:30;6.089,136;5.067,4;1.021,736;
19.11.2019;13:30;13:45;5.835,161;4.813,945;1.021,216;
19.11.2019;13:45;14:00;5.577,011;4.556,316;1.020,695;
19.11.2019;14:00;14:15;5.326,901;4.306,729;1.020,172;
19.11.2019;14:15;14:30;5.103,008;4.085,072;1.017,936;
19.11.2019;14:30;14:45;4.881,962;3.866,263;1.015,699;
19.11.2019;14:45;15:00;4.675,353;3.661,894;1.013,459;
19.11.2019;15:00;15:15;4.471,818;3.460,607;1.011,211;
19.11.2019;15:15;15:30;4.301,27;3.293,409;1.007,861;
19.11.2019;15:30;15:45;4.134,459;3.129,949;1.004,51;
19.11.2019;15:45;16:00;3.966,282;2.965,135;1.001,147;
19.11.2019;16:00;16:15;3.804,076;2.806,303;997,773;
19.11.2019;16:15;16:30;3.704,518;2.712,579;991,939;
19.11.2019;16:30;16:45;3.607,001;2.620,916;986,085;
19.11.2019;16:45;17:00;3.512,889;2.532,686;980,203;
19.11.2019;17:00;17:15;3.419,418;2.445,132;974,286;
19.11.2019;17:15;17:30;3.332,181;2.368,669;963,512;
19.11.2019;17:30;17:45;3.245,639;2.292,926;952,713;
19.11.2019;17:45;18:00;3.159,124;2.217,255;941,869;
19.11.2019;18:00;18:15;3.073,309;2.142,31;930,999;
19.11.2019;18:15;18:30;2.986,288;2.072,376;913,912;
19.11.2019;18:30;18:45;2.902,104;2.005,284;896,82;
19.11.2019;18:45;19:00;2.818,467;1.938,75;879,717;
19.11.2019;19:00;19:15;2.731,601;1.869,004;862,597;
19.11.2019;19:15;19:30;2.627,931;1.789,268;838,663;
19.11.2019;19:30;19:45;2.526,831;1.712,129;814,702;
19.11.2019;19:45;20:00;2.423,588;1.632,873;790,715;
19.11.2019;20:00;20:15;2.326,982;1.560,257;766,725;
19.11.2019;20:15;20:30;2.251,125;1.496,577;754,548;
19.11.2019;20:30;20:45;2.173,293;1.439,52;733,773;
19.11.2019;20:45;21:00;2.089,899;1.376,879;713,02;
19.11.2019;21:00;21:15;2.006,527;1.314,261;692,266;
19.11.2019;21:15;21:30;1.905,108;1.236,662;668,446;
19.11.2019;21:30;21:45;1.810,132;1.165,53;644,602;
19.11.2019;21:45;22:00;1.718,83;1.098,083;620,747;
19.11.2019;22:00;22:15;1.651,146;1.054,244;596,902;
19.11.2019;22:15;22:30;1.579,042;1.012,714;566,328;
19.11.2019;22:30;22:45;1.509,003;973,323;535,68;
19.11.2019;22:45;23:00;1.441,763;936,765;504,998;
19.11.2019;23:00;23:15;1.379,744;905,424;474,32;
19.11.2019;23:15;23:30;1.338,876;888,727;450,149;
19.11.2019;23:30;23:45;1.300,622;875,39;425,232;
19.11.2019;23:45;00:00;1.262,657;863,359;399,298;
20.11.2019;00:00;00:15;547,525;347,008;200,517;
20.11.2019;00:15;00:30;502,117;327,42;174,697;
20.11.2019;00:30;00:45;461,314;312,406;148,908;
20.11.2019;00:45;01:00;419,9;296,759;123,141;
20.11.2019;01:00;01:15;378,759;281,366;97,393;
20.11.2019;01:15;01:30;364,24;278,147;86,093;
20.11.2019;01:30;01:45;353,112;278,249;74,863;
20.11.2019;01:45;02:00;342,367;278,686;63,681;
20.11.2019;02:00;02:15;326,43;273,879;52,551;
20.11.2019;02:15;02:30;320,635;275,331;45,304;
20.11.2019;02:30;02:45;315,897;277,805;38,092;
20.11.2019;02:45;03:00;311,729;280,821;30,908;
20.11.2019;03:00;03:15;307,567;283,821;23,746;
20.11.2019;03:15;03:30;305,438;286,523;18,915;
20.11.2019;03:30;03:45;305,861;291,762;14,099;
20.11.2019;03:45;04:00;307,54;298,257;9,283;
20.11.2019;04:00;04:15;310,321;305,855;4,466;
20.11.2019;04:15;04:30;318,836;314,038;4,798;
20.11.2019;04:30;04:45;327,36;322,229;5,131;
20.11.2019;04:45;05:00;338,258;332,799;5,459;
20.11.2019;05:00;05:15;353,721;347,934;5,787;
20.11.2019;05:15;05:30;368,257;361,51;6,747;
20.11.2019;05:30;05:45;383,853;376,141;7,712;
20.11.2019;05:45;06:00;400,174;391,488;8,686;
20.11.2019;06:00;06:15;409,988;400,32;9,668;
20.11.2019;06:15;06:30;427,179;414,606;12,573;
20.11.2019;06:30;06:45;444,55;429,03;15,52;
20.11.2019;06:45;07:00;462,156;443,628;18,528;
20.11.2019;07:00;07:15;475,746;454,131;21,615;
20.11.2019;07:15;07:30;478,786;448,772;30,014;
20.11.2019;07:30;07:45;481,021;442,591;38,43;
20.11.2019;07:45;08:00;480,171;433,311;46,86;
20.11.2019;08:00;08:15;480,637;425,331;55,306;
20.11.2019;08:15;08:30;473,765;406,318;67,447;
20.11.2019;08:30;08:45;468,05;388,425;79,625;
20.11.2019;08:45;09:00;461,724;369,884;91,84;
20.11.2019;09:00;09:15;456,123;352,044;104,079;
20.11.2019;09:15;09:30;460,173;339,483;120,69;
20.11.2019;09:30;09:45;465,396;330,352;135,044;
20.11.2019;09:45;10:00;474,516;323,031;151,485;
20.11.2019;10:00;10:15;488,064;320,114;167,95;
20.11.2019;10:15;10:30;496,902;313,572;183,33;
20.11.2019;10:30;10:45;508,207;309,488;198,719;
20.11.2019;10:45;11:00;518,443;304,286;214,157;
20.11.2019;11:00;11:15;528,754;299,151;229,603;
20.11.2019;11:15;11:30;531,58;292,158;239,422;
20.11.2019;11:30;11:45;534,603;285,359;249,244;
20.11.2019;11:45;12:00;541,091;282,028;259,063;
20.11.2019;12:00;12:15;547,735;278,85;268,885;
20.11.2019;12:15;12:30;549,274;269,819;279,455;
20.11.2019;12:30;12:45;551,469;261,465;290,004;
20.11.2019;12:45;13:00;551,302;250,734;300,568;
20.11.2019;13:00;13:15;551,288;240,124;311,164;
20.11.2019;13:15;13:30;546,428;235,275;311,153;
20.11.2019;13:30;13:45;541,883;230,74;311,143;
20.11.2019;13:45;14:00;539,519;228,389;311,13;
20.11.2019;14:00;14:15;538,983;227,878;311,105;
20.11.2019;14:15;14:30;545,56;229,546;316,014;
20.11.2019;14:30;14:45;552,857;231,94;320,917;
20.11.2019;14:45;15:00;561,671;235,855;325,816;
20.11.2019;15:00;15:15;572,038;241,325;330,713;
20.11.2019;15:15;15:30;577,896;249,311;328,585;
20.11.2019;15:30;15:45;586,681;260,224;326,457;
20.11.2019;15:45;16:00;594,893;270,563;324,33;
20.11.2019;16:00;16:15;609,105;283,066;326,039;
20.11.2019;16:15;16:30;631,357;302,602;328,755;
20.11.2019;16:30;16:45;655,611;324,136;331,475;
20.11.2019;16:45;17:00;681,32;347,122;334,198;
20.11.2019;17:00;17:15;708,255;371,322;336,933;
20.11.2019;17:15;17:30;729,011;388,819;340,192;
20.11.2019;17:30;17:45;749,916;406,452;343,464;
20.11.2019;17:45;18:00;770,663;423,926;346,737;
20.11.2019;18:00;18:15;792,066;442,069;349,997;
20.11.2019;18:15;18:30;807,226;458,722;348,504;
20.11.2019;18:30;18:45;821,798;474,783;347,015;
20.11.2019;18:45;19:00;836,302;490,777;345,525;
20.11.2019;19:00;19:15;849,781;505,744;344,037;
20.11.2019;19:15;19:30;855,983;511,635;344,348;
20.11.2019;19:30;19:45;862,203;517,548;344,655;
20.11.2019;19:45;20:00;872,422;527,461;344,961;
20.11.2019;20:00;20:15;885,918;540,656;345,262;
20.11.2019;20:15;20:30;886,423;549,186;337,237;
20.11.2019;20:30;20:45;888,152;558,965;329,187;
20.11.2019;20:45;21:00;889,599;568,491;321,108;
20.11.2019;21:00;21:15;886,46;573,424;313,036;
20.11.2019;21:15;21:30;877,332;571,977;305,355;
20.11.2019;21:30;21:45;867,737;570,051;297,686;
20.11.2019;21:45;22:00;858,237;568,216;290,021;
20.11.2019;22:00;22:15;876,794;594,436;282,358;
20.11.2019;22:15;22:30;863,728;586,852;276,876;
20.11.2019;22:30;22:45;851,579;580,181;271,398;
20.11.2019;22:45;23:00;842,786;576,863;265,923;
20.11.2019;23:00;23:15;843,282;582,834;260,448;
20.11.2019;23:15;23:30;852,976;596,071;256,905;
20.11.2019;23:30;23:45;853,762;600,203;253,559;
20.11.2019;23:45;00:00;854,026;603,075;250,951;
21.11.2019;00:00;00:15;695,64;545,618;150,022;
21.11.2019;00:15;00:30;718,188;574,11;144,078;
21.11.2019;00:30;00:45;739,271;601,135;138,136;
21.11.2019;00:45;01:00;762,111;629,911;132,2;
21.11.2019;01:00;01:15;792,866;666,6;126,266;
21.11.2019;01:15;01:30;824,841;699,557;125,284;
21.11.2019;01:30;01:45;858,189;733,884;124,305;
21.11.2019;01:45;02:00;891,934;768,597;123,337;
21.11.2019;02:00;02:15;928,085;805,714;122,371;
21.11.2019;02:15;02:30;958,078;834,058;124,02;
21.11.2019;02:30;02:45;986,456;860,782;125,674;
21.11.2019;02:45;03:00;1.014,023;886,686;127,337;
21.11.2019;03:00;03:15;1.042,996;913,992;129,004;
21.11.2019;03:15;03:30;1.072,104;940,875;131,229;
21.11.2019;03:30;03:45;1.100,708;967,245;133,463;
21.11.2019;03:45;04:00;1.130,261;994,556;135,705;
21.11.2019;04:00;04:15;1.161,176;1.023,219;137,957;
21.11.2019;04:15;04:30;1.183,991;1.040,568;143,423;
21.11.2019;04:30;04:45;1.207,376;1.058,478;148,898;
21.11.2019;04:45;05:00;1.232,571;1.078,189;154,382;
21.11.2019;05:00;05:15;1.261,511;1.101,633;159,878;
21.11.2019;05:15;05:30;1.293,353;1.123,22;170,133;
21.11.2019;05:30;05:45;1.325,253;1.144,833;180,42;
21.11.2019;05:45;06:00;1.358,907;1.168,186;190,721;
21.11.2019;06:00;06:15;1.381,613;1.180,599;201,014;
21.11.2019;06:15;06:30;1.421,426;1.204,862;216,564;
21.11.2019;06:30;06:45;1.461,41;1.229,293;232,117;
21.11.2019;06:45;07:00;1.498,637;1.250,963;247,674;
21.11.2019;07:00;07:15;1.530,921;1.267,685;263,236;
21.11.2019;07:15;07:30;1.576,069;1.278,717;297,352;
21.11.2019;07:30;07:45;1.620,729;1.289,229;331,5;
21.11.2019;07:45;08:00;1.665,491;1.299,791;365,7;
21.11.2019;08:00;08:15;1.711,787;1.311,838;399,949;
21.11.2019;08:15;08:30;1.731,053;1.316,162;414,891;
21.11.2019;08:30;08:45;1.750,839;1.320,953;429,886;
21.11.2019;08:45;09:00;1.770,222;1.325,342;444,88;
21.11.2019;09:00;09:15;1.790,11;1.330,236;459,874;
21.11.2019;09:15;09:30;1.809,734;1.330,453;479,281;
21.11.2019;09:30;09:45;1.832,046;1.333,343;498,703;
21.11.2019;09:45;10:00;1.854,623;1.336,501;518,122;
21.11.2019;10:00;10:15;1.880,985;1.343,443;537,542;
21.11.2019;10:15;10:30;1.866,328;1.321,189;545,139;
21.11.2019;10:30;10:45;1.852,69;1.299,954;552,736;
21.11.2019;10:45;11:00;1.839,8;1.279,468;560,332;
21.11.2019;11:00;11:15;1.826,733;1.258,804;567,929;
21.11.2019;11:15;11:30;1.824,192;1.246,051;578,141;
21.11.2019;11:30;11:45;1.821,164;1.232,811;588,353;
21.11.2019;11:45;12:00;1.819,785;1.221,218;598,567;
21.11.2019;12:00;12:15;1.816,754;1.207,974;608,78;
21.11.2019;12:15;12:30;1.813,595;1.196,094;617,501;
21.11.2019;12:30;12:45;1.810,769;1.184,548;626,221;
21.11.2019;12:45;13:00;1.808,783;1.173,84;634,943;
21.11.2019;13:00;13:15;1.805,826;1.162,161;643,665;
21.11.2019;13:15;13:30;1.822,081;1.175,802;646,279;
21.11.2019;13:30;13:45;1.839,149;1.190,256;648,893;
21.11.2019;13:45;14:00;1.857,552;1.206,047;651,505;
21.11.2019;14:00;14:15;1.877,895;1.223,776;654,119;
21.11.2019;14:15;14:30;1.913,655;1.249,782;663,873;
21.11.2019;14:30;14:45;1.949,153;1.275,525;673,628;
21.11.2019;14:45;15:00;1.985,974;1.302,59;683,384;
21.11.2019;15:00;15:15;2.022,48;1.329,34;693,14;
21.11.2019;15:15;15:30;2.071,844;1.363,802;708,042;
21.11.2019;15:30;15:45;2.121,938;1.398,993;722,945;
21.11.2019;15:45;16:00;2.170,021;1.432,177;737,844;
21.11.2019;16:00;16:15;2.221,037;1.468,298;752,739;
21.11.2019;16:15;16:30;2.252,545;1.483,803;768,742;
21.11.2019;16:30;16:45;2.287,502;1.502,766;784,736;
21.11.2019;16:45;17:00;2.323,873;1.523,15;800,723;
21.11.2019;17:00;17:15;2.359,44;1.542,74;816,7;
21.11.2019;17:15;17:30;2.384,645;1.557,662;826,983;
21.11.2019;17:30;17:45;2.409,011;1.571,746;837,265;
21.11.2019;17:45;18:00;2.435,77;1.588,227;847,543;
21.11.2019;18:00;18:15;2.463,39;1.605,571;857,819;
21.11.2019;18:15;18:30;2.480,339;1.612,071;868,268;
21.11.2019;18:30;18:45;2.498,976;1.620,262;878,714;
21.11.2019;18:45;19:00;2.517,337;1.628,177;889,16;
21.11.2019;19:00;19:15;2.531,437;1.631,831;899,606;
21.11.2019;19:15;19:30;2.517,018;1.621,691;895,327;
21.11.2019;19:30;19:45;2.503,383;1.612,341;891,042;
21.11.2019;19:45;20:00;2.489,267;1.602,514;886,753;
21.11.2019;20:00;20:15;2.467,028;1.584,57;882,458;
21.11.2019;20:15;20:30;2.474,477;1.578,946;895,531;
21.11.2019;20:30;20:45;2.473,332;1.575,127;898,205;
21.11.2019;20:45;21:00;2.473,836;1.572,96;900,876;
21.11.2019;21:00;21:15;2.468,295;1.564,75;903,545;
21.11.2019;21:15;21:30;2.461,521;1.554,401;907,12;
21.11.2019;21:30;21:45;2.455,023;1.544,332;910,691;
21.11.2019;21:45;22:00;2.449,241;1.534,982;914,259;
21.11.2019;22:00;22:15;2.465,097;1.547,27;917,827;
21.11.2019;22:15;22:30;2.465,065;1.548,279;916,786;
21.11.2019;22:30;22:45;2.466,196;1.550,449;915,747;
21.11.2019;22:45;23:00;2.468,244;1.553,537;914,707;
21.11.2019;23:00;23:15;2.471,063;1.557,398;913,665;
21.11.2019;23:15;23:30;2.485,154;1.571,408;913,746;
21.11.2019;23:30;23:45;2.498,35;1.584,544;913,806;
21.11.2019;23:45;00:00;2.511,717;1.597,819;913,898;
